Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Trimestre (Código),Trimestre,Variável (Código),Variável,Tipo de inspeção (Código),Tipo de inspeção,Referência temporal (Código),Referência temporal
3,Unidade da Federação,25,Mil litros,621011,35,São Paulo,201802,2º trimestre 2018,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,620499,35,São Paulo,201802,2º trimestre 2018,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,,,...,35,São Paulo,201802,2º trimestre 2018,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,,,...,35,São Paulo,201802,2º trimestre 2018,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,155,35,São Paulo,201803,3º trimestre 2018,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,704061,35,São Paulo,201803,3º trimestre 2018,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,703167,35,São Paulo,201803,3º trimestre 2018,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,,,...,35,São Paulo,201803,3º trimestre 2018,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,,,...,35,São Paulo,201803,3º trimestre 2018,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,159,35,São Paulo,201804,4º trimestre 2018,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,722813,35,São Paulo,201804,4º trimestre 2018,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,719204,35,São Paulo,201804,4º trimestre 2018,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,,,...,35,São Paulo,201804,4º trimestre 2018,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,,,...,35,São Paulo,201804,4º trimestre 2018,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,170,35,São Paulo,201901,1º trimestre 2019,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,673025,35,São Paulo,201901,1º trimestre 2019,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,672312,35,São Paulo,201901,1º trimestre 2019,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,100,35,São Paulo,201901,1º trimestre 2019,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,1.46,35,São Paulo,201901,1º trimestre 2019,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,172,35,São Paulo,201902,2º trimestre 2019,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,662688,35,São Paulo,201902,2º trimestre 2019,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,662058,35,São Paulo,201902,2º trimestre 2019,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,110,35,São Paulo,201902,2º trimestre 2019,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,1.47,35,São Paulo,201902,2º trimestre 2019,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,170,35,São Paulo,201903,3º trimestre 2019,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,691248,35,São Paulo,201903,3º trimestre 2019,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,689424,35,São Paulo,201903,3º trimestre 2019,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,103,35,São Paulo,201903,3º trimestre 2019,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,1.49,35,São Paulo,201903,3º trimestre 2019,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,173,35,São Paulo,201904,4º trimestre 2019,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,759449,35,São Paulo,201904,4º trimestre 2019,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,758107,35,São Paulo,201904,4º trimestre 2019,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,110,35,São Paulo,201904,4º trimestre 2019,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,1.49,35,São Paulo,201904,4º trimestre 2019,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,172,35,São Paulo,202001,1º trimestre 2020,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,694612,35,São Paulo,202001,1º trimestre 2020,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,694880,35,São Paulo,202001,1º trimestre 2020,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,142,35,São Paulo,202001,1º trimestre 2020,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,1.48,35,São Paulo,202001,1º trimestre 2020,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,166,35,São Paulo,202002,2º trimestre 2020,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,656270,35,São Paulo,202002,2º trimestre 2020,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,630539,35,São Paulo,202002,2º trimestre 2020,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,140,35,São Paulo,202002,2º trimestre 2020,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,1.55,35,São Paulo,202002,2º trimestre 2020,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,166,35,São Paulo,202003,3º trimestre 2020,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,699341,35,São Paulo,202003,3º trimestre 2020,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,698954,35,São Paulo,202003,3º trimestre 2020,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,139,35,São Paulo,202003,3º trimestre 2020,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,1.96,35,São Paulo,202003,3º trimestre 2020,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,166,35,São Paulo,202004,4º trimestre 2020,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,698926,35,São Paulo,202004,4º trimestre 2020,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,698944,35,São Paulo,202004,4º trimestre 2020,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,139,35,São Paulo,202004,4º trimestre 2020,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.09,35,São Paulo,202004,4º trimestre 2020,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,161,35,São Paulo,202101,1º trimestre 2021,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,654844,35,São Paulo,202101,1º trimestre 2021,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,655309,35,São Paulo,202101,1º trimestre 2021,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,137,35,São Paulo,202101,1º trimestre 2021,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.04,35,São Paulo,202101,1º trimestre 2021,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,158,35,São Paulo,202102,2º trimestre 2021,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,618074,35,São Paulo,202102,2º trimestre 2021,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,617857,35,São Paulo,202102,2º trimestre 2021,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,135,35,São Paulo,202102,2º trimestre 2021,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.24,35,São Paulo,202102,2º trimestre 2021,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,158,35,São Paulo,202103,3º trimestre 2021,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,651327,35,São Paulo,202103,3º trimestre 2021,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,652032,35,São Paulo,202103,3º trimestre 2021,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,140,35,São Paulo,202103,3º trimestre 2021,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.47,35,São Paulo,202103,3º trimestre 2021,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,157,35,São Paulo,202104,4º trimestre 2021,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,643692,35,São Paulo,202104,4º trimestre 2021,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,643472,35,São Paulo,202104,4º trimestre 2021,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,135,35,São Paulo,202104,4º trimestre 2021,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.18,35,São Paulo,202104,4º trimestre 2021,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,155,35,São Paulo,202201,1º trimestre 2022,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,591040,35,São Paulo,202201,1º trimestre 2022,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,591175,35,São Paulo,202201,1º trimestre 2022,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,137,35,São Paulo,202201,1º trimestre 2022,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.29,35,São Paulo,202201,1º trimestre 2022,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,156,35,São Paulo,202202,2º trimestre 2022,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,584711,35,São Paulo,202202,2º trimestre 2022,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,584760,35,São Paulo,202202,2º trimestre 2022,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,140,35,São Paulo,202202,2º trimestre 2022,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.82,35,São Paulo,202202,2º trimestre 2022,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,152,35,São Paulo,202203,3º trimestre 2022,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,612026,35,São Paulo,202203,3º trimestre 2022,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,612615,35,São Paulo,202203,3º trimestre 2022,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,137,35,São Paulo,202203,3º trimestre 2022,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,3.31,35,São Paulo,202203,3º trimestre 2022,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,146,35,São Paulo,202204,4º trimestre 2022,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,616739,35,São Paulo,202204,4º trimestre 2022,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,616162,35,São Paulo,202204,4º trimestre 2022,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,130,35,São Paulo,202204,4º trimestre 2022,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.74,35,São Paulo,202204,4º trimestre 2022,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,141,35,São Paulo,202301,1º trimestre 2023,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,586051,35,São Paulo,202301,1º trimestre 2023,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,582390,35,São Paulo,202301,1º trimestre 2023,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,125,35,São Paulo,202301,1º trimestre 2023,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.82,35,São Paulo,202301,1º trimestre 2023,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,142,35,São Paulo,202302,2º trimestre 2023,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,555348,35,São Paulo,202302,2º trimestre 2023,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,551628,35,São Paulo,202302,2º trimestre 2023,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,126,35,São Paulo,202302,2º trimestre 2023,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.86,35,São Paulo,202302,2º trimestre 2023,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,139,35,São Paulo,202303,3º trimestre 2023,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,564425,35,São Paulo,202303,3º trimestre 2023,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,562489,35,São Paulo,202303,3º trimestre 2023,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,122,35,São Paulo,202303,3º trimestre 2023,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.51,35,São Paulo,202303,3º trimestre 2023,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,146,35,São Paulo,202304,4º trimestre 2023,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,583533,35,São Paulo,202304,4º trimestre 2023,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,584234,35,São Paulo,202304,4º trimestre 2023,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,126,35,São Paulo,202304,4º trimestre 2023,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.22,35,São Paulo,202304,4º trimestre 2023,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,148,35,São Paulo,202401,1º trimestre 2024,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,547469,35,São Paulo,202401,1º trimestre 2024,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,547525,35,São Paulo,202401,1º trimestre 2024,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,133,35,São Paulo,202401,1º trimestre 2024,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.34,35,São Paulo,202401,1º trimestre 2024,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,151,35,São Paulo,202402,2º trimestre 2024,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,550044,35,São Paulo,202402,2º trimestre 2024,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,550030,35,São Paulo,202402,2º trimestre 2024,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,138,35,São Paulo,202402,2º trimestre 2024,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.71,35,São Paulo,202402,2º trimestre 2024,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,151,35,São Paulo,202403,3º trimestre 2024,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,567991,35,São Paulo,202403,3º trimestre 2024,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,568147,35,São Paulo,202403,3º trimestre 2024,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,137,35,São Paulo,202403,3º trimestre 2024,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.92,35,São Paulo,202403,3º trimestre 2024,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,148,35,São Paulo,202404,4º trimestre 2024,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,572942,35,São Paulo,202404,4º trimestre 2024,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,573145,35,São Paulo,202404,4º trimestre 2024,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,132,35,São Paulo,202404,4º trimestre 2024,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.80,35,São Paulo,202404,4º trimestre 2024,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,149,35,São Paulo,202501,1º trimestre 2025,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,550216,35,São Paulo,202501,1º trimestre 2025,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,550710,35,São Paulo,202501,1º trimestre 2025,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,132,35,São Paulo,202501,1º trimestre 2025,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.84,35,São Paulo,202501,1º trimestre 2025,2522,Preço médio,118225,Total,115236,Total do trimestre
